DistrictType,Office,Party,DistrictNumber,Votes,Year
State Senate,State Senator,Green,SD9,,2020
State Senate,State Senator,Libertarian,SD1,,2020
State Senate,State Senator,Libertarian,SD10,,2020
State Senate,State Senator,Libertarian,SD11,,2020
State Senate,State Senator,Libertarian,SD12,,2020
State Senate,State Senator,Libertarian,SD13,,2020
State Senate,State Senator,Libertarian,SD14,,2020
State Senate,State Senator,Libertarian,SD15,,2020
State Senate,State Senator,Libertarian,SD16,,2020
State Senate,State Senator,Libertarian,SD17,,2020
State Senate,State Senator,Libertarian,SD18,,2020
State Senate,State Senator,Libertarian,SD19,,2020
State Senate,State Senator,Libertarian,SD2,,2020
State Senate,State Senator,Libertarian,SD20,,2020
State Senate,State Senator,Libertarian,SD21,,2020
State Senate,State Senator,Libertarian,SD22,,2020
State Senate,State Senator,Libertarian,SD23,,2020
State Senate,State Senator,Libertarian,SD24,,2020
State Senate,State Senator,Libertarian,SD25,,2020
State Senate,State Senator,Libertarian,SD26,,2020
State Senate,State Senator,Libertarian,SD27,,2020
State Senate,State Senator,Libertarian,SD28,,2020
State Senate,State Senator,Libertarian,SD29,,2020
State Senate,State Senator,Libertarian,SD3,,2020
State Senate,State Senator,Libertarian,SD30,,2020
State Senate,State Senator,Libertarian,SD31,,2020
State Senate,State Senator,Libertarian,SD32,,2020
State Senate,State Senator,Libertarian,SD33,,2020
State Senate,State Senator,Libertarian,SD34,,2020
State Senate,State Senator,Libertarian,SD35,,2020
State Senate,State Senator,Libertarian,SD36,,2020
State Senate,State Senator,Libertarian,SD37,,2020
State Senate,State Senator,Libertarian,SD38,,2020
State Senate,State Senator,Libertarian,SD39,,2020
State Senate,State Senator,Libertarian,SD4,,2020
State Senate,State Senator,Libertarian,SD40,,2020
State Senate,State Senator,Libertarian,SD41,,2020
State Senate,State Senator,Libertarian,SD42,,2020
State Senate,State Senator,Libertarian,SD43,,2020
State Senate,State Senator,Libertarian,SD44,,2020
State Senate,State Senator,Libertarian,SD45,,2020
State Senate,State Senator,Libertarian,SD46,,2020
State Senate,State Senator,Libertarian,SD47,,2020
State Senate,State Senator,Libertarian,SD48,,2020
State Senate,State Senator,Libertarian,SD49,,2020
State Senate,State Senator,Libertarian,SD5,,2020
State Senate,State Senator,Libertarian,SD50,,2020
State Senate,State Senator,Libertarian,SD6,,2020
State Senate,State Senator,Libertarian,SD7,,2020
State Senate,State Senator,Libertarian,SD8,,2020
State Senate,State Senator,Libertarian,SD9,,2020
State Senate,State Senator,Other,SD1,,2020
State Senate,State Senator,Other,SD10,,2020
State Senate,State Senator,Other,SD11,,2020
State Senate,State Senator,Other,SD12,,2020
State Senate,State Senator,Other,SD13,,2020
State Senate,State Senator,Other,SD14,,2020
State Senate,State Senator,Other,SD15,,2020
State Senate,State Senator,Other,SD16,,2020
State Senate,State Senator,Other,SD17,,2020
State Senate,State Senator,Other,SD18,,2020
State Senate,State Senator,Other,SD19,,2020
State Senate,State Senator,Other,SD2,,2020
State Senate,State Senator,Other,SD20,,2020
State Senate,State Senator,Other,SD21,,2020
State Senate,State Senator,Other,SD22,,2020
State Senate,State Senator,Other,SD23,,2020
State Senate,State Senator,Other,SD24,,2020
State Senate,State Senator,Other,SD25,,2020
State Senate,State Senator,Other,SD26,,2020
State Senate,State Senator,Other,SD27,,2020
State Senate,State Senator,Other,SD28,,2020
State Senate,State Senator,Other,SD29,,2020
State Senate,State Senator,Other,SD3,,2020
State Senate,State Senator,Other,SD30,,2020
State Senate,State Senator,Other,SD31,,2020
State Senate,State Senator,Other,SD32,,2020
State Senate,State Senator,Other,SD33,,2020
State Senate,State Senator,Other,SD34,,2020
State Senate,State Senator,Other,SD35,,2020
State Senate,State Senator,Other,SD36,,2020
State Senate,State Senator,Other,SD37,,2020
State Senate,State Senator,Other,SD38,,2020
State Senate,State Senator,Other,SD39,,2020
State Senate,State Senator,Other,SD4,,2020
State Senate,State Senator,Other,SD40,,2020
State Senate,State Senator,Other,SD41,,2020
State Senate,State Senator,Other,SD42,,2020
State Senate,State Senator,Other,SD43,,2020
State Senate,State Senator,Other,SD44,,2020
State Senate,State Senator,Other,SD45,,2020
State Senate,State Senator,Other,SD46,,2020
State Senate,State Senator,Other,SD47,,2020
State Senate,State Senator,Other,SD48,,2020
State Senate,State Senator,Other,SD49,,2020
State Senate,State Senator,Other,SD5,,2020
State Senate,State Senator,Other,SD50,,2020
State Senate,State Senator,Other,SD6,,2020
State Senate,State Senator,Other,SD7,,2020
State Senate,State Senator,Other,SD8,,2020
State Senate,State Senator,Other,SD9,,2020
State Senate,State Senator,Republican,SD1,,2020
State Senate,State Senator,Republican,SD10,,2020
State Senate,State Senator,Republican,SD11,47529,2020
State Senate,State Senator,Republican,SD12,,2020
State Senate,State Senator,Republican,SD13,73204,2020
State Senate,State Senator,Republican,SD14,,2020
State Senate,State Senator,Republican,SD15,70957,2020
State Senate,State Senator,Republican,SD16,,2020
State Senate,State Senator,Republican,SD17,54675,2020
State Senate,State Senator,Republican,SD18,,2020
State Senate,State Senator,Republican,SD19,65696,2020
State Senate,State Senator,Republican,SD2,,2020
State Senate,State Senator,Republican,SD20,,2020
State Senate,State Senator,Republican,SD21,98493,2020
State Senate,State Senator,Republican,SD22,,2020
State Senate,State Senator,Republican,SD23,86979,2020
State Senate,State Senator,Republican,SD24,,2020
State Senate,State Senator,Republican,SD25,88928,2020
State Senate,State Senator,Republican,SD26,,2020
State Senate,State Senator,Republican,SD27,83610,2020
State Senate,State Senator,Republican,SD28,,2020
State Senate,State Senator,Republican,SD29,106013,2020
State Senate,State Senator,Republican,SD3,,2020
State Senate,State Senator,Republican,SD30,,2020
State Senate,State Senator,Republican,SD31,95084,2020
State Senate,State Senator,Republican,SD32,,2020
State Senate,State Senator,Republican,SD33,96029,2020
State Senate,State Senator,Republican,SD34,,2020
State Senate,State Senator,Republican,SD35,91578,2020
State Senate,State Senator,Republican,SD36,,2020
State Senate,State Senator,Republican,SD37,91909,2020
State Senate,State Senator,Republican,SD38,,2020
State Senate,State Senator,Republican,SD39,93606,2020
State Senate,State Senator,Republican,SD4,,2020
State Senate,State Senator,Republican,SD40,,2020
State Senate,State Senator,Republican,SD41,92457,2020
State Senate,State Senator,Republican,SD42,,2020
State Senate,State Senator,Republican,SD43,,2020
State Senate,State Senator,Republican,SD44,,2020
State Senate,State Senator,Republican,SD45,66125,2020
State Senate,State Senator,Republican,SD46,,2020
State Senate,State Senator,Republican,SD47,88375,2020
State Senate,State Senator,Republican,SD48,,2020
State Senate,State Senator,Republican,SD49,69743,2020
State Senate,State Senator,Republican,SD5,,2020
State Senate,State Senator,Republican,SD50,,2020
State Senate,State Senator,Republican,SD6,,2020
State Senate,State Senator,Republican,SD7,,2020
State Senate,State Senator,Republican,SD8,,2020
State Senate,State Senator,Republican,SD9,74114,2020
State Senate,Treasurer,All,SD1,153641,2020
State Senate,Treasurer,All,SD10,167386,2020
State Senate,Treasurer,All,SD11,113463,2020
State Senate,Treasurer,All,SD12,157609,2020
State Senate,Treasurer,All,SD13,130066,2020
State Senate,Treasurer,All,SD14,115029,2020
State Senate,Treasurer,All,SD15,136559,2020
State Senate,Treasurer,All,SD16,133797,2020
State Senate,Treasurer,All,SD17,160947,2020
State Senate,Treasurer,All,SD18,136837,2020
State Senate,Treasurer,All,SD19,154574,2020
State Senate,Treasurer,All,SD2,93675,2020
State Senate,Treasurer,All,SD20,130657,2020
State Senate,Treasurer,All,SD21,138841,2020
State Senate,Treasurer,All,SD22,131535,2020
State Senate,Treasurer,All,SD23,119082,2020
State Senate,Treasurer,All,SD24,144872,2020
State Senate,Treasurer,All,SD25,119356,2020
State Senate,Treasurer,All,SD26,155511,2020
State Senate,Treasurer,All,SD27,116032,2020
State Senate,Treasurer,All,SD28,138041,2020
State Senate,Treasurer,All,SD29,126704,2020
State Senate,Treasurer,All,SD3,99334,2020
State Senate,Treasurer,All,SD30,125699,2020
State Senate,Treasurer,All,SD31,157290,2020
State Senate,Treasurer,All,SD32,119785,2020
State Senate,Treasurer,All,SD33,139933,2020
State Senate,Treasurer,All,SD34,116912,2020
State Senate,Treasurer,All,SD35,124108,2020
State Senate,Treasurer,All,SD36,144261,2020
State Senate,Treasurer,All,SD37,177207,2020
State Senate,Treasurer,All,SD38,161167,2020
State Senate,Treasurer,All,SD39,137272,2020
State Senate,Treasurer,All,SD4,153728,2020
State Senate,Treasurer,All,SD40,141657,2020
State Senate,Treasurer,All,SD41,126487,2020
State Senate,Treasurer,All,SD42,138540,2020
State Senate,Treasurer,All,SD43,134633,2020
State Senate,Treasurer,All,SD44,164221,2020
State Senate,Treasurer,All,SD45,130893,2020
State Senate,Treasurer,All,SD46,134314,2020
State Senate,Treasurer,All,SD47,132482,2020
State Senate,Treasurer,All,SD48,134923,2020
State Senate,Treasurer,All,SD49,116049,2020
State Senate,Treasurer,All,SD5,105333,2020
State Senate,Treasurer,All,SD50,116396,2020
State Senate,Treasurer,All,SD6,146344,2020
State Senate,Treasurer,All,SD7,131027,2020
State Senate,Treasurer,All,SD8,117733,2020
State Senate,Treasurer,All,SD9,153629,2020
State Senate,Treasurer,Democratic,SD1,116968,2020
State Senate,Treasurer,Democratic,SD10,84762,2020
State Senate,Treasurer,Democratic,SD11,55973,2020
State Senate,Treasurer,Democratic,SD12,81781,2020
State Senate,Treasurer,Democratic,SD13,55432,2020
State Senate,Treasurer,Democratic,SD14,51125,2020
State Senate,Treasurer,Democratic,SD15,62659,2020
State Senate,Treasurer,Democratic,SD16,67110,2020
State Senate,Treasurer,Democratic,SD17,105844,2020
State Senate,Treasurer,Democratic,SD18,73708,2020
State Senate,Treasurer,Democratic,SD19,84815,2020
State Senate,Treasurer,Democratic,SD2,68529,2020
State Senate,Treasurer,Democratic,SD20,45413,2020
State Senate,Treasurer,Democratic,SD21,41631,2020
State Senate,Treasurer,Democratic,SD22,72079,2020
State Senate,Treasurer,Democratic,SD23,32001,2020
State Senate,Treasurer,Democratic,SD24,65482,2020
State Senate,Treasurer,Democratic,SD25,28739,2020
State Senate,Treasurer,Democratic,SD26,86034,2020
State Senate,Treasurer,Democratic,SD27,36412,2020
State Senate,Treasurer,Democratic,SD28,48382,2020
State Senate,Treasurer,Democratic,SD29,42360,2020
State Senate,Treasurer,Democratic,SD3,88289,2020
State Senate,Treasurer,Democratic,SD30,29354,2020
State Senate,Treasurer,Democratic,SD31,60852,2020
State Senate,Treasurer,Democratic,SD32,38019,2020
State Senate,Treasurer,Democratic,SD33,40953,2020
State Senate,Treasurer,Democratic,SD34,45880,2020
State Senate,Treasurer,Democratic,SD35,35272,2020
State Senate,Treasurer,Democratic,SD36,46236,2020
State Senate,Treasurer,Democratic,SD37,83229,2020
State Senate,Treasurer,Democratic,SD38,79783,2020
State Senate,Treasurer,Democratic,SD39,46800,2020
State Senate,Treasurer,Democratic,SD4,126577,2020
State Senate,Treasurer,Democratic,SD40,63301,2020
State Senate,Treasurer,Democratic,SD41,36583,2020
State Senate,Treasurer,Democratic,SD42,91417,2020
State Senate,Treasurer,Democratic,SD43,98115,2020
State Senate,Treasurer,Democratic,SD44,81468,2020
State Senate,Treasurer,Democratic,SD45,67143,2020
State Senate,Treasurer,Democratic,SD46,52308,2020
State Senate,Treasurer,Democratic,SD47,50320,2020
State Senate,Treasurer,Democratic,SD48,48842,2020
State Senate,Treasurer,Democratic,SD49,58356,2020
State Senate,Treasurer,Democratic,SD5,58268,2020
State Senate,Treasurer,Democratic,SD50,38600,2020
State Senate,Treasurer,Democratic,SD6,72637,2020
State Senate,Treasurer,Democratic,SD7,106657,2020
State Senate,Treasurer,Democratic,SD8,101450,2020
State Senate,Treasurer,Democratic,SD9,82752,2020
State Senate,Treasurer,Green,SD1,2847,2020
State Senate,Treasurer,Green,SD10,1683,2020
State Senate,Treasurer,Green,SD11,1760,2020
State Senate,Treasurer,Green,SD12,1586,2020
State Senate,Treasurer,Green,SD13,1573,2020
State Senate,Treasurer,Green,SD14,1243,2020
State Senate,Treasurer,Green,SD15,2071,2020
State Senate,Treasurer,Green,SD16,1575,2020
State Senate,Treasurer,Green,SD17,1746,2020
State Senate,Treasurer,Green,SD18,1739,2020
State Senate,Treasurer,Green,SD19,1826,2020
State Senate,Treasurer,Green,SD2,1233,2020
State Senate,Treasurer,Green,SD20,1519,2020
State Senate,Treasurer,Green,SD21,1396,2020
State Senate,Treasurer,Green,SD22,1659,2020
State Senate,Treasurer,Green,SD23,1204,2020
State Senate,Treasurer,Green,SD24,1720,2020
State Senate,Treasurer,Green,SD25,1088,2020
State Senate,Treasurer,Green,SD26,1434,2020
State Senate,Treasurer,Green,SD27,1433,2020
State Senate,Treasurer,Green,SD28,2023,2020
State Senate,Treasurer,Green,SD29,1669,2020
State Senate,Treasurer,Green,SD3,1330,2020
State Senate,Treasurer,Green,SD30,1178,2020
State Senate,Treasurer,Green,SD31,2059,2020
State Senate,Treasurer,Green,SD32,937,2020
State Senate,Treasurer,Green,SD33,1870,2020
State Senate,Treasurer,Green,SD34,1551,2020
State Senate,Treasurer,Green,SD35,1000,2020
State Senate,Treasurer,Green,SD36,1707,2020
State Senate,Treasurer,Green,SD37,1692,2020
State Senate,Treasurer,Green,SD38,1978,2020
State Senate,Treasurer,Green,SD39,1232,2020
State Senate,Treasurer,Green,SD4,2020,2020
State Senate,Treasurer,Green,SD40,1748,2020
State Senate,Treasurer,Green,SD41,1064,2020
State Senate,Treasurer,Green,SD42,2668,2020
State Senate,Treasurer,Green,SD43,3210,2020
State Senate,Treasurer,Green,SD44,1887,2020
State Senate,Treasurer,Green,SD45,1512,2020
State Senate,Treasurer,Green,SD46,1363,2020
State Senate,Treasurer,Green,SD47,1502,2020
State Senate,Treasurer,Green,SD48,1958,2020
State Senate,Treasurer,Green,SD49,1397,2020
State Senate,Treasurer,Green,SD5,1115,2020
State Senate,Treasurer,Green,SD50,1398,2020
State Senate,Treasurer,Green,SD6,1351,2020
State Senate,Treasurer,Green,SD7,1835,2020
State Senate,Treasurer,Green,SD8,1927,2020
State Senate,Treasurer,Green,SD9,1279,2020
State Senate,Treasurer,Libertarian,SD1,2626,2020
State Senate,Treasurer,Libertarian,SD10,3288,2020
State Senate,Treasurer,Libertarian,SD11,2805,2020
State Senate,Treasurer,Libertarian,SD12,3215,2020
State Senate,Treasurer,Libertarian,SD13,2907,2020
State Senate,Treasurer,Libertarian,SD14,2648,2020
State Senate,Treasurer,Libertarian,SD15,3276,2020
State Senate,Treasurer,Libertarian,SD16,3186,2020
State Senate,Treasurer,Libertarian,SD17,2689,2020
State Senate,Treasurer,Libertarian,SD18,3493,2020
State Senate,Treasurer,Libertarian,SD19,3215,2020
State Senate,Treasurer,Libertarian,SD2,1529,2020
State Senate,Treasurer,Libertarian,SD20,2744,2020
State Senate,Treasurer,Libertarian,SD21,3791,2020
State Senate,Treasurer,Libertarian,SD22,2906,2020
State Senate,Treasurer,Libertarian,SD23,2561,2020
State Senate,Treasurer,Libertarian,SD24,3528,2020
State Senate,Treasurer,Libertarian,SD25,2810,2020
State Senate,Treasurer,Libertarian,SD26,2553,2020
State Senate,Treasurer,Libertarian,SD27,2864,2020
State Senate,Treasurer,Libertarian,SD28,3599,2020
State Senate,Treasurer,Libertarian,SD29,3109,2020
State Senate,Treasurer,Libertarian,SD3,1288,2020
State Senate,Treasurer,Libertarian,SD30,2628,2020
State Senate,Treasurer,Libertarian,SD31,3979,2020
State Senate,Treasurer,Libertarian,SD32,2207,2020
State Senate,Treasurer,Libertarian,SD33,3422,2020
State Senate,Treasurer,Libertarian,SD34,2824,2020
State Senate,Treasurer,Libertarian,SD35,2270,2020
State Senate,Treasurer,Libertarian,SD36,3302,2020
State Senate,Treasurer,Libertarian,SD37,4033,2020
State Senate,Treasurer,Libertarian,SD38,3793,2020
State Senate,Treasurer,Libertarian,SD39,2947,2020
State Senate,Treasurer,Libertarian,SD4,2225,2020
State Senate,Treasurer,Libertarian,SD40,3321,2020
State Senate,Treasurer,Libertarian,SD41,3136,2020
State Senate,Treasurer,Libertarian,SD42,3877,2020
State Senate,Treasurer,Libertarian,SD43,3068,2020
State Senate,Treasurer,Libertarian,SD44,3455,2020
State Senate,Treasurer,Libertarian,SD45,3236,2020
State Senate,Treasurer,Libertarian,SD46,3278,2020
State Senate,Treasurer,Libertarian,SD47,3280,2020
State Senate,Treasurer,Libertarian,SD48,3360,2020
State Senate,Treasurer,Libertarian,SD49,4229,2020
State Senate,Treasurer,Libertarian,SD5,2018,2020
State Senate,Treasurer,Libertarian,SD50,3009,2020
State Senate,Treasurer,Libertarian,SD6,2820,2020
State Senate,Treasurer,Libertarian,SD7,1985,2020
State Senate,Treasurer,Libertarian,SD8,1482,2020
State Senate,Treasurer,Libertarian,SD9,2515,2020
State Senate,Treasurer,Other,SD1,,2020
State Senate,Treasurer,Other,SD10,,2020
State Senate,Treasurer,Other,SD11,,2020
State Senate,Treasurer,Other,SD12,,2020
State Senate,Treasurer,Other,SD13,,2020
State Senate,Treasurer,Other,SD14,,2020
State Senate,Treasurer,Other,SD15,,2020
State Senate,Treasurer,Other,SD16,,2020
State Senate,Treasurer,Other,SD17,,2020
State Senate,Treasurer,Other,SD18,,2020
State Senate,Treasurer,Other,SD19,,2020
State Senate,Treasurer,Other,SD2,,2020
State Senate,Treasurer,Other,SD20,,2020
State Senate,Treasurer,Other,SD21,,2020
State Senate,Treasurer,Other,SD22,,2020
State Senate,Treasurer,Other,SD23,,2020
State Senate,Treasurer,Other,SD24,,2020
State Senate,Treasurer,Other,SD25,,2020
State Senate,Treasurer,Other,SD26,,2020
State Senate,Treasurer,Other,SD27,,2020
State Senate,Treasurer,Other,SD28,,2020
State Senate,Treasurer,Other,SD29,,2020
State Senate,Treasurer,Other,SD3,,2020
State Senate,Treasurer,Other,SD30,,2020
State Senate,Treasurer,Other,SD31,,2020
State Senate,Treasurer,Other,SD32,,2020
State Senate,Treasurer,Other,SD33,,2020
State Senate,Treasurer,Other,SD34,,2020
State Senate,Treasurer,Other,SD35,,2020
State Senate,Treasurer,Other,SD36,,2020
State Senate,Treasurer,Other,SD37,,2020
State Senate,Treasurer,Other,SD38,,2020
State Senate,Treasurer,Other,SD39,,2020
State Senate,Treasurer,Other,SD4,,2020
State Senate,Treasurer,Other,SD40,,2020
State Senate,Treasurer,Other,SD41,,2020
State Senate,Treasurer,Other,SD42,,2020
State Senate,Treasurer,Other,SD43,,2020
State Senate,Treasurer,Other,SD44,,2020
State Senate,Treasurer,Other,SD45,,2020
State Senate,Treasurer,Other,SD46,,2020
State Senate,Treasurer,Other,SD47,,2020
State Senate,Treasurer,Other,SD48,,2020
State Senate,Treasurer,Other,SD49,,2020
State Senate,Treasurer,Other,SD5,,2020
State Senate,Treasurer,Other,SD50,,2020
State Senate,Treasurer,Other,SD6,,2020
State Senate,Treasurer,Other,SD7,,2020
State Senate,Treasurer,Other,SD8,,2020
State Senate,Treasurer,Other,SD9,,2020
State Senate,Treasurer,Republican,SD1,31200,2020
State Senate,Treasurer,Republican,SD10,77653,2020
State Senate,Treasurer,Republican,SD11,52925,2020
State Senate,Treasurer,Republican,SD12,71027,2020
State Senate,Treasurer,Republican,SD13,70154,2020
State Senate,Treasurer,Republican,SD14,60013,2020
State Senate,Treasurer,Republican,SD15,68553,2020
State Senate,Treasurer,Republican,SD16,61926,2020
State Senate,Treasurer,Republican,SD17,50668,2020
State Senate,Treasurer,Republican,SD18,57897,2020
State Senate,Treasurer,Republican,SD19,64718,2020
State Senate,Treasurer,Republican,SD2,22384,2020
State Senate,Treasurer,Republican,SD20,80981,2020
State Senate,Treasurer,Republican,SD21,92023,2020
State Senate,Treasurer,Republican,SD22,54891,2020
State Senate,Treasurer,Republican,SD23,83316,2020
State Senate,Treasurer,Republican,SD24,74142,2020
State Senate,Treasurer,Republican,SD25,86719,2020
State Senate,Treasurer,Republican,SD26,65490,2020
State Senate,Treasurer,Republican,SD27,75323,2020
State Senate,Treasurer,Republican,SD28,84037,2020
State Senate,Treasurer,Republican,SD29,79566,2020
State Senate,Treasurer,Republican,SD3,8427,2020
State Senate,Treasurer,Republican,SD30,92539,2020
State Senate,Treasurer,Republican,SD31,90400,2020
State Senate,Treasurer,Republican,SD32,78622,2020
State Senate,Treasurer,Republican,SD33,93688,2020
State Senate,Treasurer,Republican,SD34,66657,2020
State Senate,Treasurer,Republican,SD35,85566,2020
State Senate,Treasurer,Republican,SD36,93016,2020
State Senate,Treasurer,Republican,SD37,88253,2020
State Senate,Treasurer,Republican,SD38,75613,2020
State Senate,Treasurer,Republican,SD39,86293,2020
State Senate,Treasurer,Republican,SD4,22906,2020
State Senate,Treasurer,Republican,SD40,73287,2020
State Senate,Treasurer,Republican,SD41,85704,2020
State Senate,Treasurer,Republican,SD42,40578,2020
State Senate,Treasurer,Republican,SD43,30240,2020
State Senate,Treasurer,Republican,SD44,77411,2020
State Senate,Treasurer,Republican,SD45,59002,2020
State Senate,Treasurer,Republican,SD46,77365,2020
State Senate,Treasurer,Republican,SD47,77380,2020
State Senate,Treasurer,Republican,SD48,80763,2020
State Senate,Treasurer,Republican,SD49,52067,2020
State Senate,Treasurer,Republican,SD5,43932,2020
State Senate,Treasurer,Republican,SD50,73389,2020
State Senate,Treasurer,Republican,SD6,69536,2020
State Senate,Treasurer,Republican,SD7,20550,2020
State Senate,Treasurer,Republican,SD8,12874,2020
State Senate,Treasurer,Republican,SD9,67083,2020
State Senate,US Congress,All,SD1,151549,2020
State Senate,US Congress,All,SD10,168794,2020
State Senate,US Congress,All,SD11,113943,2020
State Senate,US Congress,All,SD12,158473,2020
State Senate,US Congress,All,SD13,131779,2020
State Senate,US Congress,All,SD14,111392,2020
State Senate,US Congress,All,SD15,137246,2020
State Senate,US Congress,All,SD16,135210,2020
State Senate,US Congress,All,SD17,162154,2020
State Senate,US Congress,All,SD18,138540,2020
State Senate,US Congress,All,SD19,155939,2020
State Senate,US Congress,All,SD2,92082,2020
State Senate,US Congress,All,SD20,129137,2020
State Senate,US Congress,All,SD21,140144,2020
State Senate,US Congress,All,SD22,133787,2020
State Senate,US Congress,All,SD23,119273,2020
State Senate,US Congress,All,SD24,145485,2020
State Senate,US Congress,All,SD25,119442,2020
State Senate,US Congress,All,SD26,156292,2020
State Senate,US Congress,All,SD27,115057,2020
State Senate,US Congress,All,SD28,138631,2020
State Senate,US Congress,All,SD29,127070,2020
State Senate,US Congress,All,SD3,97807,2020
State Senate,US Congress,All,SD30,126159,2020
State Senate,US Congress,All,SD31,158358,2020
State Senate,US Congress,All,SD32,120300,2020
State Senate,US Congress,All,SD33,140346,2020
State Senate,US Congress,All,SD34,117458,2020
State Senate,US Congress,All,SD35,124616,2020
State Senate,US Congress,All,SD36,145505,2020
State Senate,US Congress,All,SD37,177553,2020
State Senate,US Congress,All,SD38,163966,2020
State Senate,US Congress,All,SD39,136940,2020
State Senate,US Congress,All,SD4,154066,2020
State Senate,US Congress,All,SD40,143808,2020
State Senate,US Congress,All,SD41,127011,2020
State Senate,US Congress,All,SD42,139969,2020
State Senate,US Congress,All,SD43,136576,2020
State Senate,US Congress,All,SD44,164991,2020
State Senate,US Congress,All,SD45,132390,2020
State Senate,US Congress,All,SD46,134887,2020
State Senate,US Congress,All,SD47,133828,2020
State Senate,US Congress,All,SD48,135421,2020
State Senate,US Congress,All,SD49,117128,2020
State Senate,US Congress,All,SD5,104587,2020
State Senate,US Congress,All,SD50,114195,2020
State Senate,US Congress,All,SD6,147656,2020
State Senate,US Congress,All,SD7,130394,2020
State Senate,US Congress,All,SD8,114360,2020
State Senate,US Congress,All,SD9,154561,2020
State Senate,US Congress,Democratic,SD1,120245,2020
State Senate,US Congress,Democratic,SD10,75793,2020
State Senate,US Congress,Democratic,SD11,59716,2020
State Senate,US Congress,Democratic,SD12,77810,2020
State Senate,US Congress,Democratic,SD13,59106,2020
State Senate,US Congress,Democratic,SD14,51612,2020
State Senate,US Congress,Democratic,SD15,64807,2020
State Senate,US Congress,Democratic,SD16,71134,2020
State Senate,US Congress,Democratic,SD17,109881,2020
State Senate,US Congress,Democratic,SD18,77726,2020
State Senate,US Congress,Democratic,SD19,91312,2020
State Senate,US Congress,Democratic,SD2,69540,2020
State Senate,US Congress,Democratic,SD20,48664,2020
State Senate,US Congress,Democratic,SD21,42544,2020
State Senate,US Congress,Democratic,SD22,78763,2020
State Senate,US Congress,Democratic,SD23,32547,2020
State Senate,US Congress,Democratic,SD24,65892,2020
State Senate,US Congress,Democratic,SD25,27785,2020
State Senate,US Congress,Democratic,SD26,91811,2020
State Senate,US Congress,Democratic,SD27,33219,2020
State Senate,US Congress,Democratic,SD28,52992,2020
State Senate,US Congress,Democratic,SD29,43438,2020
State Senate,US Congress,Democratic,SD3,89117,2020
State Senate,US Congress,Democratic,SD30,29608,2020
State Senate,US Congress,Democratic,SD31,64558,2020
State Senate,US Congress,Democratic,SD32,36803,2020
State Senate,US Congress,Democratic,SD33,43578,2020
State Senate,US Congress,Democratic,SD34,45958,2020
State Senate,US Congress,Democratic,SD35,32662,2020
State Senate,US Congress,Democratic,SD36,50701,2020
State Senate,US Congress,Democratic,SD37,90642,2020
State Senate,US Congress,Democratic,SD38,85854,2020
State Senate,US Congress,Democratic,SD39,45411,2020
State Senate,US Congress,Democratic,SD4,130078,2020
State Senate,US Congress,Democratic,SD40,67495,2020
State Senate,US Congress,Democratic,SD41,35973,2020
State Senate,US Congress,Democratic,SD42,98857,2020
State Senate,US Congress,Democratic,SD43,107867,2020
State Senate,US Congress,Democratic,SD44,86035,2020
State Senate,US Congress,Democratic,SD45,74745,2020
State Senate,US Congress,Democratic,SD46,51103,2020
State Senate,US Congress,Democratic,SD47,51437,2020
State Senate,US Congress,Democratic,SD48,51845,2020
State Senate,US Congress,Democratic,SD49,61918,2020
State Senate,US Congress,Democratic,SD5,61845,2020
State Senate,US Congress,Democratic,SD50,40456,2020
State Senate,US Congress,Democratic,SD6,61774,2020
State Senate,US Congress,Democratic,SD7,109509,2020
State Senate,US Congress,Democratic,SD8,102071,2020
State Senate,US Congress,Democratic,SD9,88937,2020
State Senate,US Congress,Green,SD1,,2020
State Senate,US Congress,Green,SD10,,2020
State Senate,US Congress,Green,SD11,,2020
State Senate,US Congress,Green,SD12,,2020
State Senate,US Congress,Green,SD13,,2020
State Senate,US Congress,Green,SD14,,2020
State Senate,US Congress,Green,SD15,,2020
State Senate,US Congress,Green,SD16,,2020
State Senate,US Congress,Green,SD17,,2020
State Senate,US Congress,Green,SD18,,2020
State Senate,US Congress,Green,SD19,,2020
State Senate,US Congress,Green,SD2,,2020
State Senate,US Congress,Green,SD20,,2020
State Senate,US Congress,Green,SD21,,2020
State Senate,US Congress,Green,SD22,,2020
State Senate,US Congress,Green,SD23,,2020
State Senate,US Congress,Green,SD24,,2020
State Senate,US Congress,Green,SD25,,2020
State Senate,US Congress,Green,SD26,,2020
State Senate,US Congress,Green,SD27,,2020
State Senate,US Congress,Green,SD28,,2020
State Senate,US Congress,Green,SD29,,2020
State Senate,US Congress,Green,SD3,,2020
State Senate,US Congress,Green,SD30,,2020
State Senate,US Congress,Green,SD31,,2020
State Senate,US Congress,Green,SD32,,2020
State Senate,US Congress,Green,SD33,,2020
State Senate,US Congress,Green,SD34,,2020
State Senate,US Congress,Green,SD35,,2020
State Senate,US Congress,Green,SD36,,2020
State Senate,US Congress,Green,SD37,,2020
State Senate,US Congress,Green,SD38,,2020
State Senate,US Congress,Green,SD39,,2020
State Senate,US Congress,Green,SD4,,2020
State Senate,US Congress,Green,SD40,,2020
State Senate,US Congress,Green,SD41,,2020
State Senate,US Congress,Green,SD42,,2020
State Senate,US Congress,Green,SD43,,2020
State Senate,US Congress,Green,SD44,,2020
State Senate,US Congress,Green,SD45,,2020
State Senate,US Congress,Green,SD46,,2020
